file,flight_id,path,status,reject_reason,row_count,duration_s,sample_hz,file_size_mb,nan_delta_angle,nan_delta_velocity,nan_mag_field,nan_indicated_airsp,nan_baro_alt_meter_,nan_x_f58,nan_y_f58,nan_z_f58
vuelo_45_sync.csv,vuelo_45,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_45_sync.csv,ok,,508,256.54,1.98,10.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_46_sync.csv,vuelo_46,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_46_sync.csv,ok,,539,272.73,1.97,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_47_sync.csv,vuelo_47,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_47_sync.csv,ok,,558,281.84,1.98,11.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_48_sync.csv,vuelo_48,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_48_sync.csv,ok,,501,253.51,1.97,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_49_sync.csv,vuelo_49,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_49_sync.csv,ok,,486,245.41,1.98,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_4_sync.csv,vuelo_4,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_4_sync.csv,ok,,512,259.58,1.97,10.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_50_sync.csv,vuelo_50,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_50_sync.csv,ok,,481,242.88,1.98,9.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_51_sync.csv,vuelo_51,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_51_sync.csv,ok,,471,237.82,1.98,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_52_sync.csv,vuelo_52,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_52_sync.csv,ok,,476,240.35,1.98,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_53_sync.csv,vuelo_53,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_53_sync.csv,ok,,510,258.06,1.97,10.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_54_sync.csv,vuelo_54,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_54_sync.csv,ok,,484,245.41,1.97,9.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_55_sync.csv,vuelo_55,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_55_sync.csv,ok,,496,250.47,1.98,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_56_sync.csv,vuelo_56,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_56_sync.csv,ok,,525,265.14,1.98,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_57_sync.csv,vuelo_57,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_57_sync.csv,ok,,485,244.9,1.98,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_58_sync.csv,vuelo_58,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_58_sync.csv,ok,,495,249.96,1.98,10.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_59_sync.csv,vuelo_59,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_59_sync.csv,ok,,485,244.9,1.98,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_5_sync.csv,vuelo_5,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_5_sync.csv,ok,,518,261.6,1.98,10.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_60_sync.csv,vuelo_60,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_60_sync.csv,ok,,507,257.05,1.97,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_61_sync.csv,vuelo_61,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_61_sync.csv,ok,,540,272.73,1.98,11.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_62_sync.csv,vuelo_62,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_62_sync.csv,ok,,515,260.59,1.97,10.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_63_sync.csv,vuelo_63,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_63_sync.csv,ok,,502,254.01,1.97,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_64_sync.csv,vuelo_64,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_64_sync.csv,ok,,484,244.4,1.98,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_65_sync.csv,vuelo_65,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_65_sync.csv,ok,,488,246.42,1.98,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_66_sync.csv,vuelo_66,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_66_sync.csv,ok,,504,255.53,1.97,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_67_sync.csv,vuelo_67,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_67_sync.csv,ok,,544,274.76,1.98,11.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_68_sync.csv,vuelo_68,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_68_sync.csv,ok,,491,247.94,1.98,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_69_sync.csv,vuelo_69,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_69_sync.csv,ok,,551,279.31,1.97,11.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_6_sync.csv,vuelo_6,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_6_sync.csv,ok,,545,275.77,1.97,11.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_70_sync.csv,vuelo_70,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_70_sync.csv,ok,,549,277.29,1.98,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_71_sync.csv,vuelo_71,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_71_sync.csv,ok,,521,263.63,1.97,10.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_72_sync.csv,vuelo_72,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_72_sync.csv,ok,,472,238.33,1.98,9.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_73_sync.csv,vuelo_73,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_73_sync.csv,ok,,473,239.84,1.97,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_74_sync.csv,vuelo_74,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_74_sync.csv,ok,,470,237.82,1.97,9.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_75_sync.csv,vuelo_75,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_75_sync.csv,ok,,489,246.93,1.98,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_76_sync.csv,vuelo_76,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_76_sync.csv,ok,,489,247.94,1.97,9.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_77_sync.csv,vuelo_77,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_77_sync.csv,ok,,496,250.98,1.97,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_78_sync.csv,vuelo_78,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_78_sync.csv,ok,,499,251.99,1.98,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_79_sync.csv,vuelo_79,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_79_sync.csv,ok,,508,257.05,1.97,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_7_sync.csv,vuelo_7,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_7_sync.csv,rejected,"Eksik kritik sutun: ['delta_angle[0]_f124', 'delta_velocity[0]_f124', 'baro_alt_meter_f117']",0,0.0,0.0,11.42,,,,,,,,
vuelo_80_sync.csv,vuelo_80,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_80_sync.csv,ok,,509,257.05,1.98,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_81_sync.csv,vuelo_81,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_81_sync.csv,ok,,475,239.84,1.98,9.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_82_sync.csv,vuelo_82,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_82_sync.csv,ok,,479,242.37,1.97,9.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_83_sync.csv,vuelo_83,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_83_sync.csv,ok,,481,242.88,1.98,9.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_84_sync.csv,vuelo_84,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_84_sync.csv,ok,,478,241.36,1.98,9.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_85_sync.csv,vuelo_85,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_85_sync.csv,ok,,485,246.93,1.96,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_86_sync.csv,vuelo_86,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_86_sync.csv,ok,,507,256.54,1.97,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_87_sync.csv,vuelo_87,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_87_sync.csv,ok,,512,259.07,1.97,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_88_sync.csv,vuelo_88,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_88_sync.csv,ok,,522,264.64,1.97,10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_89_sync.csv,vuelo_89,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_89_sync.csv,ok,,538,272.23,1.97,10.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_8_sync.csv,vuelo_8,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_8_sync.csv,rejected,"Eksik kritik sutun: ['delta_angle[0]_f124', 'delta_velocity[0]_f124', 'baro_alt_meter_f117']",0,0.0,0.0,12.07,,,,,,,,
vuelo_90_sync.csv,vuelo_90,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_90_sync.csv,ok,,485,244.91,1.98,9.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_91_sync.csv,vuelo_91,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_91_sync.csv,ok,,482,243.39,1.98,9.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_92_sync.csv,vuelo_92,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_92_sync.csv,ok,,470,237.31,1.98,9.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_93_sync.csv,vuelo_93,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_93_sync.csv,ok,,488,246.93,1.97,9.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_94_sync.csv,vuelo_94,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_94_sync.csv,ok,,517,261.1,1.98,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_95_sync.csv,vuelo_95,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_95_sync.csv,ok,,514,260.59,1.97,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_96_sync.csv,vuelo_96,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_96_sync.csv,ok,,510,257.55,1.98,10.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_97_sync.csv,vuelo_97,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_97_sync.csv,ok,,516,261.1,1.97,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_98_sync.csv,vuelo_98,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_98_sync.csv,ok,,496,250.98,1.97,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_99_sync.csv,vuelo_99,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_99_sync.csv,ok,,457,230.74,1.98,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vuelo_9_sync.csv,vuelo_9,C:\Users\Lenovo\Desktop\projeler egit\SSBHava Araçlarında GPS Kullanmadan Konum Tahmini\Holybro Pixhawk Dataset\Holybro Pixhawk\processed\Grouped flights\vuelo_9_sync.csv,rejected,"Eksik kritik sutun: ['delta_angle[0]_f124', 'delta_velocity[0]_f124', 'baro_alt_meter_f117']",0,0.0,0.0,11.89,,,,,,,,
